Nome;Idade;Peso (kg);Altura (m)
Maria Alice Duarte;05/09/1925;80.35;1.96
Breno da Cunha;27/06/1965;72.14;1.94
Emanuelly Pires;13/12/1901;99.02;1.95
Luna Peixoto;31/12/2021;127.27;1.63
Dra. Maria Luiza Caldeira;27/11/1926;148.24;1.53
Mariana Silva;21/12/2011;95.74;1.54
Marcos Vinicius Lima;18/09/2021;128.96;1.65
Alexandre Monteiro;26/04/2020;115.76;1.66
Yasmin da Mata;23/07/1941;52.62;1.58
Bruno Alves;21/11/1948;56.27;1.81
Pietra Porto;02/03/1952;112.57;1.5
Lara Novaes;19/06/1953;95.3;2.02
Kaique Rodrigues;17/02/1931;108.13;2.09
Olivia Moura;05/08/1987;142.73;1.67
Marcos Vinicius Rodrigues;15/06/2006;80.61;1.53
Sarah Souza;11/10/2018;139.21;1.69
Ana Beatriz Vieira;01/02/1921;59.7;1.77
Maria Alice da Mata;08/02/1995;128.39;1.76
Ana Ramos;01/01/1931;95.96;1.62
Lav°nia Gonáalves;27/10/1950;84.2;2.05
Dra. Olivia Fernandes;07/02/1961;93.91;1.93
Sra. Isabella das Neves;09/07/1906;136.22;1.8
Luiz Miguel Souza;01/07/1939;135.45;2.03
Gustavo Dias;13/02/1936;64.37;1.71
Diogo Cardoso;23/06/1935;95.32;1.84
Bryan Rezende;22/12/2019;101.05;1.73
Jo∆o Vitor Martins;03/07/1992;45.05;1.6
J£lia da Luz;02/06/1951;141.42;2.03
Maria Luiza da Rocha;31/01/1987;146.92;1.97
Emilly Ara£jo;22/09/2013;91.89;1.77
AndrÇ Lopes;12/05/1998;126.8;2.04
Alexandre Castro;05/04/1957;81.84;1.76
Luiz Henrique Cardoso;08/06/1911;56.9;1.72
Pedro Lucas Moura;31/01/1948;41.61;1.88
Maria Fernanda Campos;15/05/1969;116.91;1.86
Isadora Cavalcanti;05/12/2006;104.33;1.83
Lucas Cardoso;09/09/1944;58.29;1.88
Thomas da Rocha;14/08/1946;118.34;1.56
Ana Laura Martins;12/01/1949;119.96;1.94
Isaac Cardoso;15/09/2011;94.02;1.45
Joaquim Martins;08/12/1978;64.41;1.41
Amanda Dias;01/05/1961;84.95;1.51
Rafael Correia;06/06/2012;40.42;1.53
Isabelly Rodrigues;18/09/1908;71.33;1.83
Gustavo Almeida;18/09/1998;54.59;1.46
Mariana Farias;24/02/1980;42.07;2.05
Rafaela Ribeiro;29/06/1949;56.23;1.41
Alexandre Martins;30/11/1905;107.95;1.85
Isadora Fogaáa;31/07/1962;40.86;2.03
Let°cia Martins;06/03/1919;81.03;1.59
Amanda Farias;21/08/1990;100.89;1.54
Vitor Gabriel Pereira;14/07/1965;67.85;2.01
Larissa Pereira;13/12/1931;99.4;1.96
Daniel Caldeira;23/05/1900;70.79;1.98
Henrique da Cruz;19/04/1960;47.44;1.72
Raul Moura;23/11/1952;133.4;1.91
Srta. Alexia Mendes;11/03/1955;82.06;1.64
Clara Gonáalves;02/11/1950;144.03;1.87
AndrÇ Carvalho;01/03/2023;108.08;1.4
Dra. Agatha Dias;23/06/1956;60.75;1.62
Fernando Costa;16/01/1975;107.76;1.82
Pietro Sales;12/11/1965;58.39;1.5
Larissa Cardoso;27/01/1994;49.32;1.48
Theo Castro;06/07/1966;142.39;2.05
Bruna Cavalcanti;09/10/1912;138.44;1.76
Vitor Hugo Dias;15/09/1985;75.84;1.6
Sra. Maria Vit¢ria Cardoso;20/10/1905;66.8;2.09
Sofia Arag∆o;13/02/1903;119.32;1.92
Ot†vio Martins;14/02/2023;133.48;1.95
Maria Cec°lia Lima;17/07/1934;43.62;2.03
Maysa Correia;10/07/1909;137.49;1.69
Maria Luiza Souza;02/03/2006;40.88;1.43
Emilly Ferreira;12/08/1933;41.25;1.96
Vitor Hugo Fernandes;04/05/1908;70.4;1.46
Mirella Nogueira;04/07/1961;142.92;2.06
Lorenzo Azevedo;10/03/1965;120.7;1.76
Sra. Cec°lia Ara£jo;20/04/1911;69.64;1.96
Lorena Lima;02/01/1953;95.65;1.68
Nina da Rocha;31/07/1967;75.63;2
Agatha Peixoto;19/04/1915;76.04;1.46
Jo∆o Felipe Fogaáa;26/09/1979;70.69;1.45
Bruna Dias;26/03/1934;78.68;1.54
Sofia Nascimento;08/02/1986;112.49;1.58
Antìnio Fogaáa;06/12/1920;96.92;1.42
Fernanda Alves;25/09/1931;130.73;2.03
Pedro Henrique Pinto;06/12/2002;47.27;2.01
Bryan Lima;12/11/1939;124.4;1.61
Theo Monteiro;06/03/1950;124.16;1.83
Bianca Correia;10/02/1978;146.59;1.58
Renan Correia;04/11/2001;149.27;1.48
Ana Clara Pires;14/10/1983;107.92;1.66
Maria Alice Cunha;13/03/1997;57.36;1.92
Thales Cunha;13/07/1973;48.9;1.98
Jo∆o Felipe Martins;22/11/1991;112.52;1.44
Dra. Maria Alice das Neves;29/11/1923;57.44;1.67
Jo∆o Pedro Vieira;18/03/1905;63.21;1.76
Manuela Nunes;22/07/1947;113.85;1.57
Rebeca Nascimento;18/07/1923;43.84;1.62
Samuel Gomes;01/09/1934;127.22;1.73
Eloah Fernandes;06/07/1969;72.84;2.07
Bruno Fogaáa;24/02/1962;88.66;1.87
Juan Ribeiro;03/04/2023;101.28;1.67
Camila Pinto;14/08/2011;128.43;1.76
Gustavo Melo;30/06/1920;149.36;1.9
Pedro Miguel Barbosa;14/03/1960;64.78;1.88
Pedro Lucas Barros;25/06/1987;76.75;1.43
Sra. Sabrina Freitas;23/10/2005;97.98;1.65
Sra. Isadora da Conceiá∆o;21/07/1924;43.84;2.01
AndrÇ Rocha;21/09/2022;96.22;1.79
Al°cia Souza;16/06/1905;55.8;1.89
Helena Porto;25/03/2020;90.29;1.64
Juliana Martins;02/08/2015;121.61;2.08
Enzo Rocha;19/07/1940;144.61;1.86
Olivia Melo;19/01/1946;118.03;1.65
J£lia Moura;17/11/2019;50.29;1.52
Jo∆o Vitor da Mota;28/01/2020;84.12;1.77
Daniel Vieira;28/04/1964;118.31;1.46
Davi Lucca Farias;27/08/2008;54.35;1.89
Raquel Viana;04/01/2013;84.74;1.56
Benjamin da Rocha;26/10/1957;139.82;1.76
Gustavo Barros;17/10/1931;119.88;1.8
Guilherme Gonáalves;17/02/1942;135.21;1.79
Milena Castro;21/03/1926;60.77;1.53
Ana Laura Costa;20/06/1969;104.73;1.46
Srta. Kamilly Costa;14/06/1976;49.86;1.5
Sofia Cavalcanti;09/12/2020;91.16;1.64
Jo∆o Lucas Barbosa;28/08/1934;92.12;1.8
Mariane Pinto;07/04/1952;104.02;1.9
Theo Barros;31/12/2004;147.75;1.82
Jo∆o Vitor Vieira;18/10/1966;86.64;1.91
Enrico da Mata;07/07/1941;52.98;1.79
Daniel Alves;10/02/1971;59.9;2.1
Yago Teixeira;18/09/1993;133.78;1.43
Carlos Eduardo Jesus;29/01/1922;45.76;1.43
Julia Nogueira;20/01/1986;41.38;1.64
Sarah Freitas;10/04/1902;124.41;1.44
Sra. Agatha Moraes;01/01/1967;140.67;1.47
Igor da Rocha;26/05/1957;71.71;1.52
Eduardo Gomes;22/06/2024;54.31;1.72
Sofia Porto;16/05/1922;96.48;1.47
Jo∆o Guilherme Gonáalves;16/09/1941;96.42;2.03
Luiz Felipe Moura;15/08/1975;112.25;1.57
Elisa Vieira;23/08/1908;100.38;1.99
Vitor Gabriel Rodrigues;07/10/1919;142.45;1.72
Enzo Gabriel Castro;27/04/1991;143.62;1.59
Maria Luiza Ara£jo;01/08/1962;126.82;1.4
Catarina da Cunha;14/04/1932;125.96;2.1
Samuel Azevedo;04/12/1958;48.66;1.88
Amanda Cavalcanti;27/02/1986;56.7;1.46
Vitor Gabriel Cavalcanti;09/03/1967;149.66;1.9
Nat†lia Pires;12/02/1967;140.81;1.65
Joana Fernandes;02/03/1989;147.16;1.42
Isis da Paz;14/09/1947;60.56;1.84
Pedro Lucas Oliveira;09/03/1961;101.26;1.83
Luiz Felipe Moraes;25/01/1906;49.53;2.1
L°via Monteiro;13/12/2011;75.04;1.65
Eduardo da Mata;01/12/1991;76.27;1.49
Mariane Duarte;31/12/2000;78.25;1.65
Maria Sophia da Conceiá∆o;23/06/1959;138.79;1.98
Camila Arag∆o;26/07/1946;64.9;2.02
Marina Alves;03/01/1986;107.29;1.65
Pietro da Costa;07/02/1973;125.07;1.65
Helena Correia;29/10/1944;61.24;1.57
Eduarda Pereira;26/08/2018;118.39;2.08
Sofia Souza;23/03/2008;137.58;2.01
Helo°sa da Mota;22/05/1984;136.15;1.88
Alexia Cavalcanti;15/11/1976;102.88;1.65
Beatriz da Cunha;25/12/1957;146.08;1.92
Pedro Miguel Moraes;23/08/1903;100.3;1.66
Sabrina Gonáalves;14/06/1966;108.39;2.05
Marcelo da Conceiá∆o;07/03/1939;114.55;1.76
Rodrigo Pinto;03/07/1991;97.18;1.5
Ana Luiza Moraes;13/03/1985;58.86;1.76
Ana Ramos;28/04/1986;130.18;1.77
Mariane Silveira;20/02/1921;59.95;1.51
Daniel Nascimento;07/03/1925;148.22;1.5
Davi das Neves;26/03/2004;52.62;1.81
Ot†vio Martins;24/12/1957;71.95;1.58
Vit¢ria Carvalho;29/12/1940;82.93;1.71
Jo∆o Vitor Fogaáa;21/06/1994;93.64;1.49
Vit¢ria Moraes;15/06/1944;132.48;1.44
Noah Nogueira;26/03/2005;62.43;1.51
Ben°cio Correia;02/08/1985;80.94;1.8
Sofia Azevedo;10/09/2019;40.97;2.04
Matheus Santos;27/05/1918;74.64;1.86
Clara Arag∆o;12/11/1957;136.65;2.06
Rebeca Moraes;01/07/2013;132;1.72
Esther Fernandes;02/01/2017;128.68;2.04
Maria Eduarda Campos;21/08/2015;75.03;1.8
Vitor Hugo Arag∆o;08/07/1915;52.77;1.45
Jo∆o Pedro Costa;03/05/2001;123.86;1.49
Bruno da Costa;23/10/1978;72.75;1.64
Jo∆o Felipe da Conceiá∆o;30/07/1934;77.9;1.64
Emanuella Teixeira;06/04/2011;116.25;1.43
Leonardo Vieira;03/06/2012;65.61;1.87
Rodrigo da Conceiá∆o;19/04/1992;51.35;1.79
Marcelo da Cunha;06/12/1998;115.45;1.85
Marcos Vinicius Teixeira;29/11/1905;81.34;2.1
Jo∆o Pedro Vieira;03/01/1964;95.64;1.75
Lorena Ara£jo;03/06/1963;44.29;1.73
Luiza Gomes;24/08/1992;131.93;1.98
Jo∆o Lucas Teixeira;11/11/1991;78.5;1.89
Davi Lucca Novaes;27/03/1986;57.08;1.67
Eloah Moraes;30/01/1987;67.27;1.58
Sra. Nat†lia Viana;16/01/2010;56.36;1.49
Sophie da Rosa;30/01/1986;56.35;1.56
Eduarda Rocha;12/06/1972;45.47;1.61
Kamilly Ara£jo;09/02/1999;131.99;1.97
Davi Lucas Mendes;25/08/1956;140.11;1.63
Vicente Farias;10/02/1910;46.25;1.52
Mariana Oliveira;13/07/1995;56.71;1.98
J£lia da Cruz;05/05/2010;118.5;2.06
Milena Silva;10/02/1945;77.29;2.1
Srta. Isabella Pereira;02/04/1973;95.26;1.81
Yago Moraes;26/10/1922;65.42;1.56
Sra. Clara Campos;29/07/1965;56.36;2.04
Emanuelly Souza;14/03/1982;148.24;1.65
Melissa Cavalcanti;17/12/1912;122.43;1.57
Pedro Costela;09/11/1961;92.54;1.58
Isis Souza;05/12/1940;140.3;1.92
Beatriz Fernandes;24/01/1928;60.32;1.57
Sophia da Cunha;28/08/1939;57.69;1.48
Rebeca Santos;16/08/1965;44.25;1.99
Ana Laura Alves;02/01/1902;65.51;1.83
Brenda Campos;27/10/2020;97.7;1.89
Jo∆o Lucas Mendes;12/10/2023;125.77;1.81
Ian Nascimento;20/08/1999;63.07;1.4
Marcelo da Cruz;15/06/1996;136.21;1.45
Paulo Barbosa;22/07/1966;41.47;1.91
Vicente Souza;29/10/2024;120.43;1.84
Julia Cunha;13/04/1959;134.15;1.5
Felipe Santos;09/10/2003;65.46;1.68
Sophia Castro;23/04/1989;115.51;1.7
Danilo Moraes;15/12/1914;138.88;1.99
Alice Castro;25/12/1968;81.21;2.09
Levi das Neves;12/05/1916;109.99;1.43
Laura Fogaáa;16/01/1943;103.84;2.07
Kaique Fogaáa;05/08/2006;95.72;2.03
Felipe Pires;13/11/2016;45.76;1.4
Maria Eduarda Melo;11/01/1919;102.11;1.44
Dra. Helena Costa;25/06/1928;138.31;1.89
Maria Julia Viana;24/10/1931;122.68;1.83
Gustavo Pereira;22/12/1989;54.19;1.47
Luiz Felipe Dias;14/04/2007;133.87;2.1
Jo∆o Pedro Barbosa;25/10/1910;105.1;1.99
Jo∆o Azevedo;20/01/1961;144.04;1.95
Ana Sophia Barros;30/07/1969;58.36;2.06
Juan da Rosa;25/10/1932;86.03;1.78
Pedro Miguel Vieira;28/09/2021;90.66;1.54
Rafael da Luz;09/08/1948;117.98;1.46
Sarah da Paz;20/11/1968;60.01;1.58
Ana Laura Duarte;27/03/1962;63.26;1.56
Sra. Clara Carvalho;17/07/1968;131.41;1.64
Stella Viana;19/08/1914;54.94;2
Kaique Arag∆o;31/08/2019;146.93;1.8
Gabriela Silva;10/08/2021;94.39;1.96
Heitor Cardoso;02/09/1977;71.79;1.49
Bruna Lopes;08/11/1931;104.64;1.55
Emanuelly Cardoso;26/02/1984;89.27;1.79
Kamilly da Luz;22/03/1996;113.14;1.65
Giovanna Duarte;25/05/1941;63.72;1.71
Daniela Fernandes;15/04/2003;85.34;1.8
Ot†vio Monteiro;22/09/1909;85.06;2
Brenda Rocha;23/03/1967;114.35;2.04
Thiago Silva;07/08/1976;70.8;1.83
Maria Luiza Pereira;23/08/1955;120.16;1.74
Gustavo Henrique Ramos;07/09/2020;110.57;1.62
Cauà da Paz;21/10/1984;73.55;2.1
Catarina da Rosa;01/08/1929;72.54;1.71
Pietro Pires;25/02/1916;107.33;1.89
Maria Cec°lia da Mata;20/07/1923;97.28;1.64
Nina Costela;04/07/1923;133.41;1.53
Sofia Cardoso;29/08/1914;58.38;1.69
Sra. Alana Moraes;02/01/2012;50.73;1.45
Benjamin Costa;24/11/1976;102.77;1.53
Maysa Gonáalves;01/05/1953;97.03;1.71
Ian da Rosa;30/04/1927;138.72;1.68
Samuel da Paz;27/05/2005;94.57;1.87
Lucas Gabriel Teixeira;29/10/1996;103.24;1.5
Vitor Gomes;03/09/1988;73.67;1.79
Marcos Vinicius Correia;16/06/1959;44.89;1.68
Maria Luiza Farias;01/02/1998;115.05;1.49
Fernando Azevedo;31/01/1959;110.07;1.67
Samuel Novaes;09/09/2017;66.66;1.84
Diego Mendes;21/07/2005;99.59;2.05
Joana Cardoso;13/11/1933;66.62;1.48
Maria Vit¢ria Castro;24/03/1953;99.11;2.07
Noah Ferreira;21/11/1922;93.73;1.65
Laura Arag∆o;02/05/1945;96.62;1.7
Cauà Fernandes;04/06/1994;87.4;1.61
Henrique Almeida;30/11/1941;104.58;1.73
Sabrina Castro;08/03/1942;123.34;1.93
Sofia Moraes;08/02/1961;103.94;1.94
Pedro Lucas da Luz;17/09/2005;73.67;1.88
Danilo da Luz;27/03/2012;114.37;1.65
Samuel Martins;27/03/1970;142.76;1.75
Eduarda Viana;01/03/2004;82.61;2.06
Maria Clara Campos;19/05/1953;135.84;1.66
Srta. Marina Dias;18/09/2018;77.13;1.94
Ana J£lia Correia;27/07/1951;137.62;1.76
Pedro Cunha;10/06/2007;77.43;2.08
Caio Lima;04/04/1902;53.1;1.58
Erick Pereira;27/04/2008;134.27;1.41
Daniela da Conceiá∆o;08/06/1984;72.39;1.49
Helena Azevedo;04/06/1931;40.67;1.88
Maysa Sales;30/10/1980;132.77;2.02
Melissa Jesus;12/03/2022;85.85;1.47
Yasmin das Neves;27/09/1940;81.7;1.69
Lorena Moura;25/07/2018;113.99;1.93
Henrique Campos;19/01/1937;124.34;1.42
Luiz Fernando Nunes;02/05/1947;47.79;1.61
Rebeca Fernandes;10/08/1930;122.75;1.97
Dra. Juliana Novaes;07/02/1926;117.77;2.04
Isaac Costela;22/06/1908;136.45;2.04
Marina Cardoso;02/06/2019;44.46;1.52
Theo Gomes;19/08/1990;130.22;1.98
Lucas Gabriel Castro;17/09/1999;125.28;1.41
Kaique Silveira;12/01/1951;53.08;1.62
Rodrigo Monteiro;29/04/1935;124.43;1.82
Lorenzo Moraes;07/01/1916;134.28;1.83
Benjamin das Neves;14/07/1910;103.89;1.97
Vitor Moreira;24/11/1918;138.78;1.69
Nat†lia Ribeiro;28/08/1980;70.29;1.96
Ian da Costa;28/09/1980;58.02;2.02
AndrÇ Porto;21/11/1952;121.91;2
Rodrigo Dias;30/04/1985;140.17;1.43
Isis Souza;20/05/1991;78.51;1.42
Dra. Alana da Cruz;08/08/1957;52.75;1.81
Pedro Henrique Santos;12/05/2024;107;2.08
Paulo Ferreira;03/01/1954;99.32;1.56
Julia Nunes;18/04/1978;68.42;1.79
Pietro Freitas;17/02/1978;91.17;1.52
Yago Duarte;31/03/1987;48.13;1.54
Felipe Correia;28/06/1915;79.39;2.06
Raul Nunes;28/12/1919;66.45;1.67
Vicente Viana;11/04/1912;113.97;1.92
Sra. Agatha Correia;12/03/1996;87.55;1.88
Ana Clara Cavalcanti;15/06/1987;78.79;1.71
Vinicius Ferreira;02/11/2001;121.67;1.61
Maria Sophia Moreira;28/09/1975;127.51;2.07
Sophia Rezende;02/03/1923;141.43;1.75
Lucas Gabriel Carvalho;19/09/1956;134.17;1.53
Esther Costela;26/08/1913;117.87;1.75
Alexandre Vieira;15/10/1983;136.19;1.51
Murilo Arag∆o;19/11/1986;134.17;2.07
Juan Barbosa;14/03/1938;42.97;1.57
Manuela Melo;08/01/1961;71.3;1.81
Juliana Nunes;30/10/1948;52.68;1.59
Augusto Barros;12/02/1943;124.86;1.97
Luiz Felipe da Rocha;18/05/1954;45.85;1.63
Luigi Gonáalves;23/08/2016;126.99;1.93
Dra. Ana Vit¢ria Nunes;12/08/2016;121;1.88
Kevin Silveira;08/05/1976;50.72;1.98
Srta. Marina Cardoso;06/08/2009;61.28;1.95
Pietro Melo;24/02/1966;49;1.57
Ryan Almeida;14/12/1905;49.87;1.87
Lorenzo Cardoso;31/05/1990;53.16;1.97
Stella Almeida;21/03/2005;78.58;1.52
Enzo Jesus;17/12/1937;64.18;1.78
La°s Fogaáa;02/02/1912;86.35;1.9
Leandro Vieira;17/08/2011;72.62;1.71
Rafael Azevedo;13/02/1957;94.25;1.6
Lucas Nunes;02/07/1913;122.25;1.8
Noah Gonáalves;09/01/1957;49.41;1.92
Brenda Rocha;20/06/1943;134.2;1.82
Isabella Rocha;28/01/1955;121.67;1.65
Davi Lucas Pires;24/03/1969;73.66;1.47
Al°cia Nascimento;20/03/1957;134.64;2.06
J£lia Silva;16/07/1926;55.27;2.1
Beatriz Costa;13/05/1955;102.96;1.7
Thales Azevedo;21/08/1907;75.2;1.77
Sarah Lopes;28/01/1928;132.98;1.7
Enrico Ferreira;27/01/1972;81.56;1.81
Srta. Rebeca Barros;25/10/1939;115.51;1.85
Kaique Costa;25/02/2014;79.92;1.58
Murilo Fogaáa;08/05/1901;67.31;1.57
Dra. Ana Vit¢ria Costela;31/03/1960;80.37;1.53
Marcos Vinicius Nunes;13/06/1922;48.83;1.97
Nat†lia Moraes;31/01/1959;117.4;1.47
Maria Alice Silva;10/07/1965;101.01;1.67
Thiago da Conceiá∆o;20/01/1944;65.58;1.63
Isabel da Rosa;05/02/1947;83.75;2.02
Samuel Nunes;20/12/1928;83.14;2.05
Ryan da Cruz;28/02/1930;132.74;1.83
Renan Rocha;27/05/2013;145.36;1.94
Dra. Marina Silva;15/10/1909;111.91;1.48
Marina Ramos;06/02/2016;62.78;1.55
Jo∆o Miguel Teixeira;07/08/1925;142.47;1.83
Isadora Almeida;11/02/1933;110.91;1.59
Ana Laura Nogueira;21/05/1992;121.44;1.83
Helena Mendes;26/03/1944;146.17;1.81
Ana Clara Arag∆o;14/02/1956;119.76;1.88
Vitor Freitas;29/09/1979;115.68;1.67
Srta. Maysa Costela;25/03/1910;110.59;2.08
Jo∆o Vitor da Cunha;21/08/1949;72.61;1.53
Thomas Alves;27/11/1972;143.22;1.61
Lorena Nunes;13/09/1998;110.62;1.45
Yago Almeida;02/06/2022;90.48;1.46
Luana Carvalho;18/06/1923;104.37;1.64
Renan da Costa;15/11/2000;85.69;1.9
Kamilly Gomes;29/07/1919;116.97;1.71
Felipe Gonáalves;28/10/1956;128.54;1.48
Julia Sales;02/09/2000;87.94;1.92
Rafael Silva;26/05/1991;48.52;1.98
Pietra da Cruz;17/07/1901;114.79;2.07
Murilo Nunes;25/11/2012;107.96;1.53
Vitor Gabriel da Paz;10/12/2008;78.3;1.48
J£lia Melo;09/08/1975;101.44;1.72
Stephany Mendes;18/11/1946;145.29;2.02
Gabriel Fernandes;16/05/1963;52.09;1.61
Agatha Viana;22/03/1917;89.1;1.84
Vitor Hugo Santos;23/06/1915;66.19;1.88
Ana J£lia Oliveira;29/04/1977;135.15;1.82
Guilherme Carvalho;07/02/2010;136.1;1.52
Ana J£lia Gomes;23/11/1994;88.07;1.71
Daniel Costela;26/12/1996;140.3;1.95
Enrico das Neves;11/01/1944;131.1;1.58
Luiz Ot†vio Costa;26/01/1925;115.32;2.07
Emilly Barbosa;14/05/2005;92.58;1.5
Eloah da Costa;20/02/1951;60.45;1.41
Gabriel Duarte;05/01/1999;56.19;1.81
Bernardo das Neves;16/07/2021;113.59;2
Sra. Giovanna Lima;31/05/1964;53.58;1.72
Carlos Eduardo Nascimento;17/09/1945;105.86;2.04
Alexandre Moraes;01/09/2024;49.33;2.03
Carlos Eduardo Nogueira;31/10/1939;75.33;1.73
Maità da Conceiá∆o;10/12/1971;98.01;1.98
Jo∆o Miguel Pinto;07/07/1908;147.71;1.75
Amanda Costela;25/09/1973;59.61;1.54
Ana Laura Vieira;02/12/1901;118.25;1.84
Gustavo Henrique Costela;18/04/1921;69.51;1.59
Esther Pinto;06/03/1919;64.53;1.88
Pietro Cardoso;24/03/1984;105.28;1.85
Mariana Costa;05/02/2016;51.49;1.51
Ian Costela;12/09/1946;68.59;1.43
Gustavo Duarte;09/06/1983;134.87;1.56
Ana Clara Correia;23/11/1978;87.58;1.5
Lucca Fogaáa;20/12/1907;68.17;1.99
Beatriz Ribeiro;27/04/1944;66.43;1.83
Diogo Correia;06/09/1964;87.27;1.63
J£lia da Mota;06/02/2016;146.8;1.74
Felipe Pinto;29/04/1934;107.48;1.61
Bruno Cavalcanti;05/08/1903;73.76;2
Rafaela Almeida;03/02/1975;43.74;1.56
Ana Luiza Ribeiro;15/02/2007;106.33;1.92
Thomas Rezende;25/02/1991;94.14;1.88
Gabriel Vieira;29/05/1927;72.42;1.44
Maria Luiza Teixeira;23/04/1986;110.95;2.06
Sra. Luana Peixoto;09/10/2000;99.04;1.9
Helena Costa;26/12/1909;74.27;1.41
Sra. Larissa Caldeira;23/06/1904;75.49;1.95
Ana Julia Costela;15/04/1955;69.26;1.51
Gustavo Rezende;20/11/1946;106.73;1.71
Davi Lucas da Cruz;01/10/2023;81.53;1.86
Levi Monteiro;25/01/1908;87.49;1.9
Jo∆o Pedro da Luz;19/03/1931;107.32;1.49
Mariana Pereira;25/05/1912;118.88;1.64
Luiz Fernando Rocha;22/10/1943;117.78;1.54
Cauà Melo;21/02/1998;73.7;1.77
Maria Luiza Lopes;26/08/1931;140.47;1.49
Dra. Fernanda Gonáalves;15/10/2009;76.69;1.76
Enzo Gabriel Ferreira;09/02/1933;80.98;1.95
Jo∆o Lucas Lima;04/12/1901;139.32;1.45
Anthony Castro;26/10/1979;113.83;1.56
Lucca Fernandes;05/01/2019;107.99;1.97
Maysa Barros;17/03/1939;95.91;1.58
Sra. Clara Souza;24/07/1973;50.95;1.53
Yago Fernandes;24/07/1965;70.4;1.73
Enzo Gabriel Carvalho;12/03/1940;125.16;1.98
Felipe Rodrigues;18/11/1951;68.23;1.46
Erick Barbosa;06/04/2003;91.46;1.94
Stella Nascimento;15/04/2016;54.64;1.85
Yuri Novaes;22/01/1988;109.73;1.83
Leonardo da Costa;28/06/1965;57.39;1.59
Pedro da Rocha;13/08/1918;51.96;2.03
Isabelly Pinto;02/08/1990;126.64;1.42
Vicente da Mata;22/03/1975;69.86;1.45
L°via Ferreira;02/02/1922;99.19;1.77
Pedro Miguel Rodrigues;15/10/1958;71.9;2.1
Leandro Freitas;09/02/1954;144.29;1.86
Sra. Maria Alice Monteiro;10/11/1967;125.68;2.07
Pedro Lucas da Mata;25/06/1957;118.41;1.73
Melissa da Mata;26/10/1969;139.09;1.64
Lara Arag∆o;19/05/1979;118.63;1.69
Alice da Mata;31/10/2012;147.47;1.62
Ryan Monteiro;19/05/2021;71.66;1.65
Henrique Oliveira;16/10/1937;56.36;1.53
Enzo da Mota;15/02/1941;91.76;1.56
Dra. La°s Carvalho;18/10/1995;57.64;2.07
Theo Rocha;30/10/1925;124.71;1.45
Clarice Costela;21/10/2019;97;1.61
Catarina Silva;13/07/1952;102.91;1.43
Kevin Lima;14/01/1972;96.53;1.74
Esther da Conceiá∆o;03/03/1954;143.71;1.87
Emanuel Correia;14/02/1942;53.42;1.92
Kaique Barros;08/06/2000;49.14;1.42
Luigi Ara£jo;19/08/1951;87.62;1.49
Noah Novaes;11/04/1954;77.32;1.53
Cec°lia Silva;08/09/1902;85.05;1.57
Benjamin Vieira;22/04/1918;117.52;1.57
Kevin da Paz;15/08/1971;73.74;1.47
Luana Correia;15/09/1938;62.38;2.07
Enzo Gabriel da Cunha;02/10/1937;128.48;1.85
Augusto Azevedo;07/04/1910;99.87;1.91
Nathan Silveira;29/11/2024;62.08;1.71
Srta. Sarah Jesus;05/05/1970;53.98;1.51
Pietra Monteiro;11/10/1998;90.15;2
Ot†vio Arag∆o;23/05/1970;87.81;1.83
Vit¢ria Dias;22/02/1998;80.96;1.96
Davi Nogueira;06/01/1964;84.04;1.9
Luiz Gustavo Mendes;17/02/1927;87.15;1.92
Luiz Ot†vio Pereira;14/11/1986;145.85;1.65
Caroline Caldeira;25/08/2005;126.04;1.59
Kaique Correia;02/04/2023;102.21;2.07
Cau∆ Moreira;23/10/1942;89.21;2.06
Jo∆o Gabriel Fogaáa;01/05/1966;95.85;1.48
Sra. Maria Lopes;27/10/1966;96.28;2.01
Raquel Barros;27/08/2016;140.01;1.74
Pedro Lucas Vieira;26/03/1926;62.03;1.93
Laura Ferreira;24/12/1993;67.6;2.02
Davi Lucca Ferreira;16/03/1916;124.55;1.84
Alexandre Moura;14/10/2009;81.99;1.91
Jo∆o Pedro Silveira;16/02/1958;101.92;1.93
Elisa Jesus;23/05/2024;46.59;1.43
Kevin da Cruz;05/11/1915;59.04;1.49
Cauà Ramos;20/10/1981;127.33;2.09
Caroline da Cruz;19/02/1970;49.72;1.6
Murilo da Conceiá∆o;23/07/1941;135.45;1.67
Igor da Rosa;04/05/1905;89.96;1.75
Cau∆ Vieira;23/08/1962;91.64;1.9
Felipe Rocha;24/12/2017;124.19;1.86
Rafaela Almeida;01/08/1913;94.25;2.06
Caroline Souza;20/07/1986;142.35;1.55
Vicente da Mata;16/09/1962;77.69;1.67
Pedro da Cunha;04/09/1975;94.77;1.91
Emanuel Souza;01/07/1930;61.96;1.65
Jo∆o Miguel Nunes;30/06/1988;72.41;1.92
Heitor da Cruz;22/04/1988;93.05;1.8
Luna da Luz;04/06/1929;83.29;1.6
B†rbara da Mota;25/11/1953;68.16;1.68
Sra. Daniela Duarte;18/12/2008;123.93;1.54
Ana Julia Alves;12/11/1959;53.76;1.7
Levi Fernandes;16/04/2000;49.62;2.08
Raul Moraes;07/08/1953;129.85;1.98
Sra. Isadora da Paz;16/04/1998;135.18;1.59
Thiago Pereira;20/08/1964;59.04;1.56
Felipe Martins;01/10/1925;56.58;1.66
Enrico Costela;15/11/1998;131.29;1.63
